ms_file,ms_file_label,peak_label,mz_mean,mz_width,rt,rt_min,rt_max,rt_unit,intensity_threshold,target_filename,peak_area,peak_area_top3,peak_n_datapoints,peak_max,peak_rt_of_max,peak_min,peak_median,peak_mean,peak_delta_int,peak_shape_rt,peak_shape_int,peak_mass_diff_25pc,peak_mass_diff_50pc,peak_mass_diff_75pc,peak_score,total_intensity,ms_file_size_MB,rt_diff [s]
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Arabitol,151.0605,10,295.50000000000006,277.0,315.0,s,0,targets.csv,2809781.0,111381.0,59,129437.0,279.7650146484375,3176.0,51847.0,47623.40677966102,6907.0,"277.09,277.79,278.45,279.11,279.77,280.45,281.13,281.83,282.53,283.25,283.95,284.61,285.22,285.81,286.39,286.96,287.54,288.12,288.7,289.28,289.86,290.44,291.03,291.62,292.2,292.8,293.39,293.99,294.59,295.2,295.82,296.43,297.05,297.68,298.3,298.93,299.58,300.22,300.87,301.52,302.18,302.84,303.51,304.17,304.83,305.5,306.17,306.84,307.52,308.2,308.87,309.55,310.23,310.92,311.61,312.29,312.98,313.67,314.37","3176,4682,5259,8568,12954,20102,30255,51241,63780,81986,129437,122721,88038,70209,57895,61990,68031,69253,85418,51847,62275,79217,69875,77676,89932,72451,71073,73232,73419,69926,64576,71022,66542,57350,58088,65269,54606,49619,59158,44835,40960,39339,26208,33278,30237,27346,21208,22160,20212,15969,18299,18304,16796,12882,11108,8659,10480,9270,10083",2.330528372801293,2.4315394846571388,2.532550596512985,0.05462527279027317,28102636578,12.762396812438965,-15.734985351562557
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Mevalonate,147.0657,10,180.0,100.0,266.0,s,0,targets.csv,19815.0,1161.0,34,2092.0,125.22899627685547,346.0,504.0,582.7941176470588,334.0,"100.97,101.73,104.76,106.27,119.16,120.68,121.44,122.95,125.23,125.99,126.75,129.02,129.78,131.29,132.81,133.57,135.85,137.36,138.12,138.88,139.64,140.39,142.67,143.43,150.25,160.87,167.69,168.45,169.21,173.0,174.51,187.41,192.71,194.96","542,567,507,405,564,427,474,453,576,500,469,501,793,700,2092,692,745,539,764,554,477,448,573,623,482,472,481,450,410,402,397,346,514,876",1.5858731102490784,2.052770223452565,2.312157508565613,0.013375057555964407,28102636578,12.762396812438965,-54.77100372314453
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Nicotinate,122.02455,10,183.204,163.0,228.0,s,0,targets.csv,337704.0,15178.0,57,16486.0,211.91700744628906,412.0,3338.0,5924.631578947368,449.0,"164.66,176.03,176.79,177.55,178.31,179.07,179.82,180.58,181.34,182.1,182.86,183.62,184.37,185.13,185.89,186.65,187.41,188.16,188.92,189.68,190.44,191.2,191.96,192.71,193.47,194.23,194.96,195.67,196.38,197.09,197.8,198.5,199.21,199.9,200.6,201.32,202.03,202.73,203.44,204.15,204.86,205.57,206.27,206.96,207.66,208.37,209.79,210.49,211.92,212.62,213.32,214.76,215.48,216.19,216.88,223.76,227.28","412,681,740,1761,1509,1762,2665,3481,3338,6890,6239,8127,9771,10622,13962,12308,13928,13392,13738,15953,16200,15338,16486,13711,9422,9145,15914,15707,9862,7640,10455,6650,6834,5379,3023,5001,2939,4516,1174,1099,1188,1186,2433,2706,1082,1104,832,1032,659,939,925,2270,668,756,638,651,861",-0.801400434164328,-0.6138301166032306,-0.48878323822916575,0.05547892236713423,28102636578,12.762396812438965,28.713007446289055
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Succinate,117.01905,10,122.634,122.2,150.0,s,0,targets.csv,365137.0,14090.0,38,24441.0,132.81199645996094,526.0,8121.0,9608.868421052632,18957.0,"122.95,123.71,124.47,125.23,125.99,126.75,127.5,128.26,129.02,129.78,130.54,131.29,132.05,132.81,133.57,134.33,135.09,135.85,136.6,137.36,138.12,138.88,139.64,140.39,141.15,141.91,142.67,143.43,144.19,144.94,145.7,146.46,147.22,147.98,148.74,149.49","24441,17831,18730,19559,16691,13914,17636,12745,13740,9909,10188,9069,8560,9875,12097,7334,8291,9643,6324,8196,8881,8046,7279,7622,7582,6821,6669,5289,6827,6820,5781,5729,7142,6984,6223,5484",-0.06008637049186386,0.07030939893627627,0.13550728365034634,0.050036749814357614,28102636578,12.762396812438965,10.177996459960937
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Urocanate,137.0354,10,264.9,240.0,290.0,s,0,targets.csv,151520.0,8807.0,55,9444.0,267.9729919433594,550.0,2470.0,2754.909090909091,606.0,"240.38,241.12,241.84,242.56,243.28,244.01,244.73,245.46,246.21,246.94,247.69,248.43,249.17,249.91,250.65,251.38,252.1,252.84,253.57,254.3,255.03,255.75,256.49,257.93,258.65,259.36,260.1,260.81,261.53,262.25,262.97,263.69,264.43,265.15,265.85,266.55,267.26,267.97,268.69,269.39,270.12,270.83,271.53,272.21,275.67,277.79,279.11,279.77,280.45,281.13,281.83,282.53,283.25,283.95,284.61","3326,4202,2604,3157,4294,3681,2162,3450,3368,3867,2232,3837,2157,757,1947,2179,706,1707,765,550,641,763,945,641,2286,2470,982,3571,7062,5753,8003,9444,8976,4962,3142,4615,3407,1364,3296,2550,878,879,1209,1076,674,1111,1283,876,1285,2834,2592,3312,962,2796,3932",-0.5538957110525311,-0.44254646069459436,-0.10849870962078424,0.2336310657612498,28102636578,12.762396812438965,3.0729919433593977
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Xanthine,151.02585,10,250.0,208.0,290.8,s,0,targets.csv,6967201.0,271070.0,118,283207.0,283.9460144042969,7851.0,22821.0,59044.07627118644,18563.0,"208.37,209.08,209.79,210.49,211.2,211.92,212.62,213.32,214.04,214.76,215.48,216.19,216.88,217.58,218.28,218.96,219.65,220.34,221.03,221.71,222.39,223.07,223.76,224.45,225.14,225.85,226.56,227.28,228.0,228.71,229.43,230.15,230.87,231.59,232.31,233.04,233.76,234.52,235.25,235.98,236.71,237.44,238.18,238.92,239.65,240.38,241.12,241.84,242.56,243.28,244.01,244.73,245.46,246.21,246.94,247.69,248.43,249.17,249.91,250.65,251.38,252.1,252.84,253.57,254.3,255.03,255.75,256.49,257.22,257.93,258.65,259.36,260.1,260.81,261.53,262.25,262.97,263.69,264.43,265.15,265.85,266.55,267.26,267.97,268.69,269.39,270.12,270.83,271.53,272.21,272.88,273.57,274.26,274.96,275.67,276.38,277.09,277.79,278.45,279.11,279.77,280.45,281.13,281.83,282.53,283.25,283.95,284.61,285.22,285.81,286.39,286.96,287.54,288.12,288.7,289.28,289.86,290.44","10826,11957,12266,13547,11121,16899,19757,20107,20740,16514,20711,35304,56229,76217,98516,127674,150677,183892,208769,236823,244214,257439,283207,272566,269937,276099,225822,252080,202649,187501,176294,167985,136044,127979,117997,115035,90834,89351,68602,72574,70002,67677,63021,64169,68641,59773,58320,51552,48401,65836,58627,66222,63997,43299,42637,31242,34505,27952,26262,28745,18951,25154,19225,22319,21596,16817,18405,13679,14879,15427,18362,16927,15804,13688,13964,15588,17104,12920,12973,15515,10401,16661,12350,12495,9098,8498,11311,11371,9849,12545,18593,9106,11573,12854,14769,12642,10468,11585,12261,9650,12823,8805,9082,9948,7851,9143,11500,9856,13769,24552,23323,29591,33235,37594,32260,27775,35693,29389",-0.3137720814269137,-0.2127377944985501,-0.1117035075701865,0.026288187133629966,28102636578,12.762396812438965,33.946014404296875
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Arabitol,151.0605,10,295.50000000000006,277.0,315.0,s,0,targets.csv,9364.0,1574.0,8,1982.0,300.822998046875,809.0,979.5,1170.5,722.0,"296.16,296.82,297.48,299.48,300.82,303.55,305.65,309.81","1674,1982,1068,920,1002,957,809,952",5.259850616620822,5.512378396260437,5.613389508116283,0.04148064618463419,39292526371,13.392587661743164,5.322998046874943
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Mevalonate,147.0657,10,180.0,100.0,266.0,s,0,targets.csv,29718.0,3034.0,23,4877.0,228.4409942626953,372.0,774.0,1292.0869565217392,4335.0,"100.29,101.05,101.81,102.57,103.33,104.09,104.84,105.6,106.36,107.12,107.88,108.64,109.39,135.37,143.66,146.68,151.22,156.53,164.87,172.45,194.44,227.7,228.44","4877,4225,3307,3158,882,1841,592,800,874,1760,373,890,863,617,461,557,443,477,608,425,372,774,542",4.698520531605656,5.217295101831752,5.321050015876971,0.00195689597709952,39292526371,13.392587661743164,48.44099426269531
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Nicotinate,122.02455,10,183.204,163.0,228.0,s,0,targets.csv,4387560.0,184829.0,82,188951.0,171.69500732421875,404.0,16156.0,53506.829268292684,2109.0,"165.63,169.42,170.18,170.94,171.7,172.45,173.21,173.97,174.73,175.49,176.24,177.0,177.76,178.52,179.28,180.04,180.79,181.55,182.31,183.07,183.82,184.58,185.34,186.1,186.86,187.62,188.38,189.13,189.89,190.65,191.41,192.17,192.92,193.68,194.44,195.2,195.96,196.72,197.42,198.12,198.81,199.51,200.21,200.9,201.6,202.29,203.0,203.7,204.4,205.11,205.82,206.51,207.2,207.91,208.6,209.3,210.02,210.72,211.43,212.13,212.84,213.55,214.27,214.96,215.67,216.37,217.09,217.8,218.49,219.19,219.89,220.58,221.29,221.99,222.7,223.4,224.1,224.82,225.54,226.26,226.98,227.7","404,645,1585,2799,5449,5284,11817,21052,34390,43640,64087,78504,94645,124043,132691,158734,165243,162087,172909,184994,188951,180544,166909,175408,158442,149040,139725,133458,120978,126507,123784,113965,126490,109473,89895,64435,60105,78852,100632,54263,50583,37968,28676,24027,24560,21950,12306,20932,14905,17407,10021,10856,13572,12318,9682,9869,8540,8493,9579,6183,7773,7441,5765,8834,5059,6765,4666,6283,3811,6445,4817,3859,3690,5189,4466,2811,3844,3345,2632,4674,3593,2513",2.5748652819354243,2.699912160309489,2.824959038683554,0.03984259790634341,39292526371,13.392587661743164,-11.508992675781258
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Succinate,117.01905,10,122.634,122.2,150.0,s,0,targets.csv,947363788.0,71988596.0,40,76289728.0,136.86500549316406,1673670.0,7664928.5,23684094.7,67327730.0,"122.6,123.2,123.81,124.4,125.0,125.61,126.21,126.82,127.43,128.03,128.65,129.27,129.9,130.55,131.2,131.87,132.54,133.24,133.93,134.64,135.37,136.12,136.87,137.61,138.36,139.12,139.88,140.63,141.39,142.15,142.9,143.66,144.42,145.18,145.92,146.68,147.43,148.19,148.95,149.71","69001400,67813360,72202136,73651696,76289728,66024364,60678832,57143488,55118096,57968580,44004676,36212128,32542402,25273048,21314670,17373088,14987827,11710556,10330526,7754408,7575449,6514686,5700697,5257745,4311808,4299189,4025555,3778005,3544686,3018521,2904028,2789853,2402811,2287270,2266576,2067897,2005298,1747795,1797240,1673670",3.2650057499257095,3.2650057499257095,3.3302036346397794,0.06416263244076235,39292526371,13.392587661743164,14.231005493164062
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Urocanate,137.0354,10,264.9,240.0,290.0,s,0,targets.csv,146469.0,8655.0,46,8949.0,254.6540069580078,615.0,2520.0,3184.108695652174,6818.0,"240.35,241.09,241.84,242.6,243.34,244.1,244.86,245.62,246.37,247.13,247.88,248.64,249.4,250.15,250.91,251.67,252.43,253.17,253.93,254.65,255.34,256.01,257.97,259.31,260.0,260.7,261.42,262.14,262.88,263.61,264.34,265.05,265.74,266.42,267.09,268.44,269.14,269.85,270.57,271.28,271.97,274.62,275.32,276.02,277.46,278.15","8187,8949,8829,8245,6729,6613,7644,4672,5515,6521,3539,4207,3591,3834,3216,2436,3733,934,1858,2079,772,1838,1581,1636,2604,1100,3237,1023,1936,3342,4555,2078,1403,3304,2715,2931,1154,615,933,894,778,783,891,818,848,1369",2.2298355478958864,2.45253404861176,2.5638832989696967,0.020570044019175268,39292526371,13.392587661743164,-10.245993041992165
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Xanthine,151.02585,10,250.0,208.0,290.8,s,0,targets.csv,267914.0,6629.0,85,8406.0,224.10400390625,570.0,3020.0,3151.929411764706,4692.0,"208.6,209.3,210.02,210.72,211.43,212.13,212.84,213.55,214.27,215.67,217.8,218.49,219.19,219.89,220.58,221.29,221.99,222.7,223.4,224.1,224.82,225.54,226.26,226.98,227.7,228.44,229.18,229.91,230.65,231.38,232.12,232.86,233.62,234.35,235.1,235.84,236.59,237.34,238.09,238.84,239.6,240.35,241.09,241.84,242.6,243.34,244.1,244.86,245.62,246.37,247.13,247.88,248.64,249.4,250.15,250.91,251.67,252.43,253.93,254.65,255.34,256.01,256.66,258.64,259.31,260.0,260.7,261.42,262.14,262.88,263.61,264.34,265.05,265.74,266.42,267.09,267.76,268.44,269.14,271.97,272.65,274.62,275.32,285.16","5377,5643,2387,5680,2772,3098,897,1297,833,1336,1196,3037,2017,2759,3020,4030,3557,2701,2365,1050,4043,6163,5667,5105,5517,6243,4466,3889,7112,4277,5859,4739,3182,2341,3791,2559,2376,4855,885,3817,2205,3444,2354,3047,2704,2773,2592,4036,3427,2970,3160,5114,3998,2625,913,570,894,1746,1892,582,622,1788,1087,4536,3200,4186,4711,6049,6341,5744,8406,5738,3950,3056,1379,739,1446,781,1083,972,724,1170,1334,5290",2.515187952567267,2.717256526423994,2.9193251002807212,0.016795237780408128,39292526371,13.392587661743164,-25.89599609375
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Arabitol,151.0605,10,295.50000000000006,277.0,315.0,s,0,targets.csv,12582.0,1560.0,10,3400.0,304.6310119628906,597.0,1069.5,1258.2,2803.0,"292.04,295.86,296.51,299.17,299.85,300.51,301.19,304.63,305.99,310.13","3400,1281,1467,1192,947,1348,739,664,947,597",5.057828392909131,5.158839504764977,5.487125618296476,0.008425110097990731,37858212969,13.471007347106934,9.131011962890568
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Mevalonate,147.0657,10,180.0,100.0,266.0,s,0,targets.csv,40102.0,3411.0,29,5895.0,203.89700317382812,418.0,711.0,1382.8275862068965,5377.0,"100.21,100.97,101.73,102.49,103.25,104.0,104.76,105.52,106.28,107.04,107.8,108.56,109.31,110.07,110.83,111.59,133.23,136.26,137.02,146.12,148.4,158.25,163.56,164.32,196.16,198.98,203.9,222.9,252.5","5895,4338,4797,2558,3067,2237,818,2683,1478,864,884,742,623,575,580,711,552,496,435,418,441,458,759,420,442,627,981,705,518",4.283500875424779,4.491010703515218,5.009785273741314,0.0035943501960465076,37858212969,13.471007347106934,23.897003173828125
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Nicotinate,122.02455,10,183.204,163.0,228.0,s,0,targets.csv,4260637.0,171241.0,83,180599.0,224.31700134277344,455.0,14883.0,51332.97590361446,1673.0,"168.11,168.87,169.62,170.38,171.14,171.9,172.66,173.42,174.18,174.93,175.69,176.45,177.21,177.97,178.72,179.48,180.24,181.0,181.76,182.52,183.27,184.03,184.79,185.55,186.31,187.07,187.82,188.58,189.34,190.1,190.86,191.61,192.37,193.13,193.89,194.65,195.4,196.16,196.88,197.58,198.3,198.98,199.7,200.4,201.1,201.8,202.5,203.21,203.9,204.61,205.3,206.0,206.7,207.4,208.09,208.79,209.5,210.2,210.9,211.6,212.31,213.02,213.74,214.45,215.17,215.88,216.58,217.28,217.99,218.68,219.39,220.09,220.8,221.5,222.2,222.9,223.61,224.32,225.03,225.74,226.46,227.19,227.9","455,644,682,695,3390,4499,7845,12570,24014,31929,45428,58754,79198,97979,114091,129834,128909,163018,158752,178012,174423,180599,158703,158749,170084,156643,148477,149831,141321,118158,120162,120679,125800,116411,100589,72734,65154,53724,109855,80275,43134,49944,36351,29044,27409,21895,17518,22329,21535,14847,12406,14449,14883,13061,12451,8272,8750,9419,8215,7663,6523,6187,6150,5217,5671,5170,3522,4830,4727,4389,4604,4015,3355,4601,3855,5454,4441,3919,6471,3772,2543,2449,2128",1.9496308900650998,2.3247715251872942,2.4498184035613595,0.03321071976531329,37858212969,13.471007347106934,41.11300134277343
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Succinate,117.01905,10,122.634,122.2,150.0,s,0,targets.csv,410853486.0,22321280.0,39,33898604.0,130.35499572753906,517656.0,2840573.0,10534704.76923077,33380948.0,"122.62,123.26,123.9,124.53,125.17,125.8,126.43,127.07,127.71,128.36,129.02,129.68,130.35,131.04,131.75,132.49,133.23,133.99,134.75,135.51,136.26,137.02,137.78,138.54,139.3,140.05,140.81,141.57,142.33,143.09,143.85,144.6,145.36,146.12,146.88,147.64,148.4,149.15,149.91","33898604,33065236,33058486,32311116,29222756,28733192,31229444,27851386,27231488,22818652,20223274,15991338,13190415,10412220,7516615,6556764,4802019,4022800,3463791,2840573,2524687,2094909,2002105,1784412,1551595,1445207,1314741,1137843,1142693,1031083,939974,833496,795994,732758,702644,695002,602161,564357,517656",2.4174332486427987,2.808620556927219,3.004214211069429,0.002174167035144631,37858212969,13.471007347106934,7.720995727539062
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Urocanate,137.0354,10,264.9,240.0,290.0,s,0,targets.csv,1693386.0,222319.0,55,237427.0,251.7530059814453,760.0,5141.0,30788.836363636365,1532.0,"240.47,241.23,241.97,242.71,243.46,244.21,244.96,245.71,246.47,247.22,247.98,248.74,249.49,250.24,251.0,251.75,252.5,253.25,254.01,254.75,255.47,256.17,256.88,257.57,258.24,258.94,259.64,260.36,261.08,261.83,262.58,263.32,264.05,264.78,265.48,266.16,266.83,267.5,268.17,268.86,269.57,270.29,271.0,271.7,272.37,273.02,273.68,274.34,275.01,275.69,276.41,277.13,277.85,287.81,289.0","6203,6082,5576,6865,5999,5141,5291,6572,4846,3197,2334,3418,3728,2919,2025,3133,1915,2176,1005,1053,760,2809,1073,1229,1267,1036,1349,3178,14861,51744,104651,181623,227922,237427,201609,151791,127544,77344,54386,36022,27801,23618,15682,14297,6957,6136,4690,8156,3650,5944,3734,1183,3550,4214,4671",2.1184862975379497,2.2298355478958864,2.341184798253823,0.0691696605527303,37858212969,13.471007347106934,-13.146994018554665
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Xanthine,151.02585,10,250.0,208.0,290.8,s,0,targets.csv,135039.0,4402.0,75,5559.0,275.00799560546875,424.0,1119.0,1800.52,2410.0,"208.09,208.79,209.5,210.2,210.9,211.6,212.31,213.02,213.74,214.45,215.17,217.28,218.68,222.2,222.9,224.32,225.03,225.74,226.46,227.19,227.9,228.63,229.35,230.09,230.82,232.3,233.04,233.79,234.54,235.29,236.04,236.78,237.53,238.27,239.01,239.74,240.47,241.23,241.97,242.71,243.46,244.21,244.96,245.71,246.47,247.22,247.98,248.74,249.49,250.24,251.0,251.75,252.5,253.25,254.01,254.75,256.17,256.88,257.57,258.94,259.64,260.36,261.83,262.58,263.32,264.78,265.48,266.83,268.17,270.29,271.7,272.37,273.02,274.34,275.01","3128,4444,5559,3203,3856,3290,1111,866,1013,727,700,937,736,878,705,925,678,606,921,2467,728,720,820,1142,2718,2325,2046,2334,2161,2248,3577,3003,3142,3041,999,2636,2328,785,2395,2426,2524,2498,4028,3853,3326,4191,3183,4263,2485,3337,956,2069,882,496,424,843,869,755,783,839,574,1119,1842,575,659,624,927,922,1403,1136,592,871,867,1282,718",2.212085091782176,2.4141536656389033,2.6162222394956305,0.021265883159715757,37858212969,13.471007347106934,25.00799560546875
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Arabitol,151.0605,10,295.50000000000006,277.0,315.0,s,0,targets.csv,37288.0,2513.0,24,4379.0,296.15899658203125,556.0,1039.0,1553.6666666666667,3744.0,"277.35,278.06,278.7,291.67,292.29,293.55,294.84,295.5,296.16,296.82,298.15,299.48,300.84,301.52,302.22,302.91,303.61,304.31,305.01,305.71,307.8,309.21,309.92,314.22","4379,3162,1427,2686,2319,1667,1696,1615,1638,3268,1003,1075,852,2830,763,699,820,919,947,909,732,691,556,635",4.8558061691974395,5.259850616620822,5.56288395218836,0.10430443608850001,38202531336,13.376178741455078,0.6589965820311932
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Mevalonate,147.0657,10,180.0,100.0,266.0,s,0,targets.csv,29075.0,2871.0,26,6059.0,110.98899841308594,373.0,617.5,1118.2692307692307,5389.0,"100.38,101.13,101.89,102.65,103.41,104.17,104.93,105.68,106.44,107.2,107.96,109.47,110.23,110.99,133.47,139.39,141.66,144.7,150.76,151.52,162.9,168.96,178.82,201.21,212.57,218.93","6059,2556,2166,2409,1967,749,581,1608,934,373,589,1637,519,491,722,403,407,935,450,396,412,400,407,596,639,670",4.516949432026522,4.802275445650875,5.113540187786533,0.0013051286067696066,38202531336,13.376178741455078,-69.01100158691406
